path,area,git_blob_or_state,provenance_classification,governing_basis,release_disposition,evidence
samples/CameraAccessAndroid/app/src/main/java/io/egoflow/app/ui/PillButton.kt,android-release,a63a68f33b27a946c61f5a9305fd468207c1691a,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/app/src/main/java/io/egoflow/app/ui/RecordNoRepositoryScreen.kt,android-release,c584797535dfb2f9cc18f284104e59754255b2d4,modified-upstream-or-provenance-uncertain,upstream-terms-and-notices;excluded-from-EgoFlow-MIT-claim,retain-under-mixed-scope;preserve-notices;pending-written-permission,meta-header
samples/CameraAccessAndroid/app/src/main/java/io/egoflow/app/ui/RecordSettingsPanel.kt,android-release,06e8160b2e68df8a34dd5fc470366c793594c3aa,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/app/src/main/java/io/egoflow/app/ui/RecordStartActions.kt,android-release,dc79775020189c6f3726a2e22f8af9ccdfcce43d,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/app/src/main/java/io/egoflow/app/ui/SettingsScreen.kt,android-release,e5df11cea862212f65415fc275c35dfafc1cee57,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,basename-only:visionclaw:samples/CameraAccessAndroid/app/src/main/java/com/meta/wearable/dat/externalsampleapps/cameraaccess/ui/SettingsScreen.kt;single-snapshot-no-prior-history
samples/CameraAccessAndroid/app/src/main/java/io/egoflow/app/ui/SharePhotoDialog.kt,android-release,4582634ff65fa5115462ce8eab94923ac05d07f4,modified-upstream-or-provenance-uncertain,upstream-terms-and-notices;excluded-from-EgoFlow-MIT-claim,retain-under-mixed-scope;preserve-notices;pending-written-permission,meta-header;basename-only:meta-android:samples/CameraAccess/app/src/main/java/com/meta/wearable/dat/externalsampleapps/cameraaccess/ui/SharePhotoDialog.kt|visionclaw:samples/CameraAccessAndroid/app/src/main/java/com/meta/wearable/dat/externalsampleapps/cameraaccess/ui/SharePhotoDialog.kt
samples/CameraAccessAndroid/app/src/main/java/io/egoflow/app/ui/StreamScreen.kt,android-release,736f3344a201d011b0e304461a28dd39114fa5d3,modified-upstream-or-provenance-uncertain,upstream-terms-and-notices;excluded-from-EgoFlow-MIT-claim,retain-under-mixed-scope;preserve-notices;pending-written-permission,meta-header;basename-only:meta-android:samples/CameraAccess/app/src/main/java/com/meta/wearable/dat/externalsampleapps/cameraaccess/ui/StreamScreen.kt|visionclaw:samples/CameraAccessAndroid/app/src/main/java/com/meta/wearable/dat/externalsampleapps/cameraaccess/ui/StreamScreen.kt
samples/CameraAccessAndroid/app/src/main/java/io/egoflow/app/ui/StreamTransitionOverlay.kt,android-release,9f50986bddddaf7d462056d967c37663fa0355e7,modified-upstream-or-provenance-uncertain,upstream-terms-and-notices;excluded-from-EgoFlow-MIT-claim,retain-under-mixed-scope;preserve-notices;pending-written-permission,meta-header
samples/CameraAccessAndroid/app/src/main/java/io/egoflow/app/ui/SwitchButton.kt,android-release,01d8a5b875e9133c822392c11225d95ab099ceec,modified-upstream-or-provenance-uncertain,upstream-terms-and-notices;excluded-from-EgoFlow-MIT-claim,retain-under-mixed-scope;preserve-notices;pending-written-permission,meta-header;basename-only:meta-android:samples/CameraAccess/app/src/main/java/com/meta/wearable/dat/externalsampleapps/cameraaccess/ui/SwitchButton.kt|visionclaw:samples/CameraAccessAndroid/app/src/main/java/com/meta/wearable/dat/externalsampleapps/cameraaccess/ui/SwitchButton.kt
samples/CameraAccessAndroid/app/src/main/java/io/egoflow/app/ui/repo/RepoController.kt,android-release,5402a91ae63adfb2fdbadd59ff63958b47523c64,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/app/src/main/java/io/egoflow/app/ui/repo/RepoDisplayName.kt,android-release,9e1c1e62d6224857a36ad88885e0e1751e914d6e,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/app/src/main/java/io/egoflow/app/ui/repo/RepoScreen.kt,android-release,c263fad177a43ab9bd1834b28f77cdab73e6dd44,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/app/src/main/java/io/egoflow/app/ui/repo/components/ActiveRepoCard.kt,android-release,491c5cebaa76bd8ba359d9bc14bc127746d85d44,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/app/src/main/java/io/egoflow/app/ui/repo/components/RepoBadge.kt,android-release,242015ef0916596b991fdc2776c809426c64764f,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/app/src/main/java/io/egoflow/app/ui/repo/components/RepoEmptyState.kt,android-release,fbe40517f88e403b41e031e51b5370153d7978dc,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/app/src/main/java/io/egoflow/app/ui/repo/components/RepoErrorBanner.kt,android-release,2212e5a5ead15ba4bdc8bf064a0a6879aee5747b,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/app/src/main/java/io/egoflow/app/ui/repo/components/RepoFilterChips.kt,android-release,076f19067cc56ec0f2ff89f1d10171a5681d8074,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/app/src/main/java/io/egoflow/app/ui/repo/components/RepoListCard.kt,android-release,80cb28b990c6739bd105d759a8a1d7a5f3461d88,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/app/src/main/java/io/egoflow/app/ui/repo/components/RepoSkeleton.kt,android-release,2607a982500997dd67611e2a99338ab7429f3d9f,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/app/src/main/java/io/egoflow/app/ui/repo/components/RepoTopBarActions.kt,android-release,d9ea360dc3f4685e5a4d42e4b563c4877583e64e,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/app/src/main/java/io/egoflow/app/ui/repo/components/SectionLabel.kt,android-release,60a4c398d62ba2a3ac07541249e4bda76bda20f3,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/app/src/main/java/io/egoflow/app/ui/theme/Color.kt,android-release,7b82b56a7f8f9d279db0a961921ae3827530c974,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/app/src/main/java/io/egoflow/app/ui/theme/Shape.kt,android-release,02b94729653a3b09a2aaa50ea12a0cbc47af1962,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/app/src/main/java/io/egoflow/app/ui/theme/Theme.kt,android-release,3321b652b55ea27047871aa6c187103445d43cf5,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/app/src/main/java/io/egoflow/app/wearables/WearablesUiState.kt,android-release,406a2e164a72b7c4dac0d5663e0dbd94829eea86,modified-upstream-or-provenance-uncertain,upstream-terms-and-notices;excluded-from-EgoFlow-MIT-claim,retain-under-mixed-scope;preserve-notices;pending-written-permission,meta-header;basename-only:meta-android:samples/CameraAccess/app/src/main/java/com/meta/wearable/dat/externalsampleapps/cameraaccess/wearables/WearablesUiState.kt|visionclaw:samples/CameraAccessAndroid/app/src/main/java/com/meta/wearable/dat/externalsampleapps/cameraaccess/wearables/WearablesUiState.kt
samples/CameraAccessAndroid/app/src/main/java/io/egoflow/app/wearables/WearablesViewModel.kt,android-release,5aaba1d816bb6cc787bc39ae914a0b5459340628,modified-upstream-or-provenance-uncertain,upstream-terms-and-notices;excluded-from-EgoFlow-MIT-claim,retain-under-mixed-scope;preserve-notices;pending-written-permission,meta-header;basename-only:meta-android:samples/CameraAccess/app/src/main/java/com/meta/wearable/dat/externalsampleapps/cameraaccess/wearables/WearablesViewModel.kt|visionclaw:samples/CameraAccessAndroid/app/src/main/java/com/meta/wearable/dat/externalsampleapps/cameraaccess/wearables/WearablesViewModel.kt
samples/CameraAccessAndroid/app/src/main/res/drawable/camera_access_icon.xml,android-release,0590c5ff1964c5d40bfa89ea0fd47c9064b4c201,exact-upstream-copy,upstream-terms-and-notices;excluded-from-EgoFlow-MIT-claim,retain-under-mixed-scope;preserve-notices;pending-written-permission,exact:meta-android:samples/CameraAccess/app/src/main/res/drawable/camera_access_icon.xml;exact:visionclaw:samples/CameraAccessAndroid/app/src/main/res/drawable/camera_access_icon.xml;same-path:meta-android:samples/CameraAccess/app/src/main/res/drawable/camera_access_icon.xml;same-path:visionclaw:samples/CameraAccessAndroid/app/src/main/res/drawable/camera_access_icon.xml
samples/CameraAccessAndroid/app/src/main/res/drawable/camera_icon.xml,android-release,2b924bb70de10c858e0e694776bbf288490992cd,exact-upstream-copy,upstream-terms-and-notices;excluded-from-EgoFlow-MIT-claim,retain-under-mixed-scope;preserve-notices;pending-written-permission,exact:meta-android:samples/CameraAccess/app/src/main/res/drawable/camera_icon.xml;exact:visionclaw:samples/CameraAccessAndroid/app/src/main/res/drawable/camera_icon.xml;same-path:meta-android:samples/CameraAccess/app/src/main/res/drawable/camera_icon.xml;same-path:visionclaw:samples/CameraAccessAndroid/app/src/main/res/drawable/camera_icon.xml
samples/CameraAccessAndroid/app/src/main/res/drawable/hourglass_icon.xml,android-release,2ace1c02695d70d0c8fd995ebf4adfe6f71149eb,exact-upstream-copy,upstream-terms-and-notices;excluded-from-EgoFlow-MIT-claim,retain-under-mixed-scope;preserve-notices;pending-written-permission,exact:meta-android:samples/CameraAccess/app/src/main/res/drawable/hourglass_icon.xml;exact:visionclaw:samples/CameraAccessAndroid/app/src/main/res/drawable/hourglass_icon.xml;same-path:meta-android:samples/CameraAccess/app/src/main/res/drawable/hourglass_icon.xml;same-path:visionclaw:samples/CameraAccessAndroid/app/src/main/res/drawable/hourglass_icon.xml
samples/CameraAccessAndroid/app/src/main/res/drawable/ic_stat_streaming.xml,android-release,ace967f2ac9f63446d0e1ba86cbde10ba1437a48,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/app/src/main/res/drawable/smart_glasses_icon.xml,android-release,8ca5c908879acc516371fd4daa2d211ed508a319,exact-upstream-copy,upstream-terms-and-notices;excluded-from-EgoFlow-MIT-claim,retain-under-mixed-scope;preserve-notices;pending-written-permission,exact:meta-android:samples/CameraAccess/app/src/main/res/drawable/smart_glasses_icon.xml;exact:visionclaw:samples/CameraAccessAndroid/app/src/main/res/drawable/smart_glasses_icon.xml;same-path:meta-android:samples/CameraAccess/app/src/main/res/drawable/smart_glasses_icon.xml;same-path:visionclaw:samples/CameraAccessAndroid/app/src/main/res/drawable/smart_glasses_icon.xml
samples/CameraAccessAndroid/app/src/main/res/drawable/sound_icon.xml,android-release,8b44ef65d12d981e3b67d2c7583099243890335e,exact-upstream-copy,upstream-terms-and-notices;excluded-from-EgoFlow-MIT-claim,retain-under-mixed-scope;preserve-notices;pending-written-permission,exact:meta-android:samples/CameraAccess/app/src/main/res/drawable/sound_icon.xml;exact:visionclaw:samples/CameraAccessAndroid/app/src/main/res/drawable/sound_icon.xml;same-path:meta-android:samples/CameraAccess/app/src/main/res/drawable/sound_icon.xml;same-path:visionclaw:samples/CameraAccessAndroid/app/src/main/res/drawable/sound_icon.xml
samples/CameraAccessAndroid/app/src/main/res/drawable/tap_icon.xml,android-release,ca9459f75c7426f8294336a2b6b14c30d249b2a5,exact-upstream-copy,upstream-terms-and-notices;excluded-from-EgoFlow-MIT-claim,retain-under-mixed-scope;preserve-notices;pending-written-permission,exact:meta-android:samples/CameraAccess/app/src/main/res/drawable/tap_icon.xml;exact:visionclaw:samples/CameraAccessAndroid/app/src/main/res/drawable/tap_icon.xml;same-path:meta-android:samples/CameraAccess/app/src/main/res/drawable/tap_icon.xml;same-path:visionclaw:samples/CameraAccessAndroid/app/src/main/res/drawable/tap_icon.xml
samples/CameraAccessAndroid/app/src/main/res/drawable/timer_icon.xml,android-release,2b1c5db24d8326ccb7f3ac107c4cd4cd7b123437,exact-upstream-copy,upstream-terms-and-notices;excluded-from-EgoFlow-MIT-claim,retain-under-mixed-scope;preserve-notices;pending-written-permission,exact:meta-android:samples/CameraAccess/app/src/main/res/drawable/timer_icon.xml;exact:visionclaw:samples/CameraAccessAndroid/app/src/main/res/drawable/timer_icon.xml;same-path:meta-android:samples/CameraAccess/app/src/main/res/drawable/timer_icon.xml;same-path:visionclaw:samples/CameraAccessAndroid/app/src/main/res/drawable/timer_icon.xml
samples/CameraAccessAndroid/app/src/main/res/drawable/video_icon.xml,android-release,59551025844d1ba5277fcc276717fbc732655d9e,exact-upstream-copy,upstream-terms-and-notices;excluded-from-EgoFlow-MIT-claim,retain-under-mixed-scope;preserve-notices;pending-written-permission,exact:meta-android:samples/CameraAccess/app/src/main/res/drawable/video_icon.xml;exact:visionclaw:samples/CameraAccessAndroid/app/src/main/res/drawable/video_icon.xml;same-path:meta-android:samples/CameraAccess/app/src/main/res/drawable/video_icon.xml;same-path:visionclaw:samples/CameraAccessAndroid/app/src/main/res/drawable/video_icon.xml
samples/CameraAccessAndroid/app/src/main/res/drawable/walking_icon.xml,android-release,ecc3b5a0ac6f6c1207a5e64458415e53dda0098a,exact-upstream-copy,upstream-terms-and-notices;excluded-from-EgoFlow-MIT-claim,retain-under-mixed-scope;preserve-notices;pending-written-permission,exact:meta-android:samples/CameraAccess/app/src/main/res/drawable/walking_icon.xml;exact:visionclaw:samples/CameraAccessAndroid/app/src/main/res/drawable/walking_icon.xml;same-path:meta-android:samples/CameraAccess/app/src/main/res/drawable/walking_icon.xml;same-path:visionclaw:samples/CameraAccessAndroid/app/src/main/res/drawable/walking_icon.xml
samples/CameraAccessAndroid/app/src/main/res/mipmap-anydpi-v26/ic_launcher.xml,android-release,be438580f7f9f25a62c9e3e448de0338b63a8e18,modified-upstream-or-provenance-uncertain,upstream-terms-and-notices;excluded-from-EgoFlow-MIT-claim,retain-under-mixed-scope;preserve-notices;pending-written-permission,same-path:meta-android:samples/CameraAccess/app/src/main/res/mipmap-anydpi-v26/ic_launcher.xml;same-path:visionclaw:samples/CameraAccessAndroid/app/src/main/res/mipmap-anydpi-v26/ic_launcher.xml
samples/CameraAccessAndroid/app/src/main/res/mipmap-anydpi-v26/ic_launcher_round.xml,android-release,be438580f7f9f25a62c9e3e448de0338b63a8e18,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/app/src/main/res/mipmap-hdpi/ic_launcher.png,android-release,ab0e7095c223cb6f954c71ba20056b912cd248ce,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/app/src/main/res/mipmap-hdpi/ic_launcher_foreground.png,android-release,f477fbed9e20bdd21834ba9fd0e83918cc53052c,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,basename-only:meta-android:samples/CameraAccess/app/src/main/res/drawable/ic_launcher_foreground.png|visionclaw:samples/CameraAccessAndroid/app/src/main/res/drawable/ic_launcher_foreground.png;single-snapshot-no-prior-history
samples/CameraAccessAndroid/app/src/main/res/mipmap-hdpi/ic_launcher_round.png,android-release,3dbd6a5b30cd5e17289c2612b22216bf35c5af8d,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/app/src/main/res/mipmap-mdpi/ic_launcher.png,android-release,c3dc6bcaf92a2992358fdc83a69734e1d5acfa7f,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/app/src/main/res/mipmap-mdpi/ic_launcher_foreground.png,android-release,4f5f4e6b6b4c3bee10820b483331c64210427e86,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,basename-only:meta-android:samples/CameraAccess/app/src/main/res/drawable/ic_launcher_foreground.png|visionclaw:samples/CameraAccessAndroid/app/src/main/res/drawable/ic_launcher_foreground.png;single-snapshot-no-prior-history
samples/CameraAccessAndroid/app/src/main/res/mipmap-mdpi/ic_launcher_round.png,android-release,2cd3a4f2c09739a00b103b997732c095d8c0b030,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/app/src/main/res/mipmap-xhdpi/ic_launcher.png,android-release,b45c3b4648456974ac05c3efcff6066711374a24,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/app/src/main/res/mipmap-xhdpi/ic_launcher_foreground.png,android-release,9791b7a216e7e9fdd18d5a43071a73d608ce58dd,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,basename-only:meta-android:samples/CameraAccess/app/src/main/res/drawable/ic_launcher_foreground.png|visionclaw:samples/CameraAccessAndroid/app/src/main/res/drawable/ic_launcher_foreground.png;single-snapshot-no-prior-history
samples/CameraAccessAndroid/app/src/main/res/mipmap-xhdpi/ic_launcher_round.png,android-release,9dbdef5dfc87c739fd01dbd1e3b40899ed113a8d,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/app/src/main/res/mipmap-xxhdpi/ic_launcher.png,android-release,2b971023783df75309dd04f2885403bb7926af5c,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/app/src/main/res/mipmap-xxhdpi/ic_launcher_foreground.png,android-release,f9d6efce6ccbe548a68474e916e794c0db7a6526,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,basename-only:meta-android:samples/CameraAccess/app/src/main/res/drawable/ic_launcher_foreground.png|visionclaw:samples/CameraAccessAndroid/app/src/main/res/drawable/ic_launcher_foreground.png;single-snapshot-no-prior-history
samples/CameraAccessAndroid/app/src/main/res/mipmap-xxhdpi/ic_launcher_round.png,android-release,8e62994ae1d03815536112235a9b724de1bc1ec8,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/app/src/main/res/mipmap-xxxhdpi/ic_launcher.png,android-release,0e3da0d3465a860fdefe4af2ace596c3e392cd81,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/app/src/main/res/mipmap-xxxhdpi/ic_launcher_foreground.png,android-release,90e6157a2b67d3cd7c8b3d2648cce5b8f8d6a803,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,basename-only:meta-android:samples/CameraAccess/app/src/main/res/drawable/ic_launcher_foreground.png|visionclaw:samples/CameraAccessAndroid/app/src/main/res/drawable/ic_launcher_foreground.png;single-snapshot-no-prior-history
samples/CameraAccessAndroid/app/src/main/res/mipmap-xxxhdpi/ic_launcher_round.png,android-release,5a55c59171067935ee5e39f899098911882a66a9,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/app/src/main/res/values-night/themes.xml,android-release,ba7b733d9f22c5dcf21bb6135a7d0617ee6fd85a,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,basename-only:meta-android:samples/CameraAccess/app/src/main/res/values/themes.xml|visionclaw:samples/CameraAccessAndroid/app/src/main/res/values/themes.xml;single-snapshot-no-prior-history
samples/CameraAccessAndroid/app/src/main/res/values/colors.xml,android-release,f42ada656ee26e30d170aaa67989f0f15c1a300b,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/app/src/main/res/values/strings.xml,android-release,0f4d87444865eee7014fa08621643598883cd43f,modified-upstream-or-provenance-uncertain,upstream-terms-and-notices;excluded-from-EgoFlow-MIT-claim,retain-under-mixed-scope;preserve-notices;pending-written-permission,same-path:meta-android:samples/CameraAccess/app/src/main/res/values/strings.xml;same-path:visionclaw:samples/CameraAccessAndroid/app/src/main/res/values/strings.xml
samples/CameraAccessAndroid/app/src/main/res/values/themes.xml,android-release,4378ec87c3df8a9000645201ccbfe7cb6a4ede82,modified-upstream-or-provenance-uncertain,upstream-terms-and-notices;excluded-from-EgoFlow-MIT-claim,retain-under-mixed-scope;preserve-notices;pending-written-permission,same-path:meta-android:samples/CameraAccess/app/src/main/res/values/themes.xml;same-path:visionclaw:samples/CameraAccessAndroid/app/src/main/res/values/themes.xml
samples/CameraAccessAndroid/app/src/main/res/xml/file_paths.xml,android-release,ee605e383ceeea00d9404a01f48e6097c28ed9ee,exact-upstream-copy,upstream-terms-and-notices;excluded-from-EgoFlow-MIT-claim,retain-under-mixed-scope;preserve-notices;pending-written-permission,exact:meta-android:samples/CameraAccess/app/src/main/res/xml/file_paths.xml;exact:visionclaw:samples/CameraAccessAndroid/app/src/main/res/xml/file_paths.xml;same-path:meta-android:samples/CameraAccess/app/src/main/res/xml/file_paths.xml;same-path:visionclaw:samples/CameraAccessAndroid/app/src/main/res/xml/file_paths.xml
samples/CameraAccessAndroid/app/src/main/res/xml/network_security_config.xml,android-release,24d02caa56d5c677095a4321848f6e0b8d9e92da,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/build.gradle.kts,android-release,49597dbb10347be7fece180113ca57304edfacf6,modified-upstream-or-provenance-uncertain,upstream-terms-and-notices;excluded-from-EgoFlow-MIT-claim,retain-under-mixed-scope;preserve-notices;pending-written-permission,meta-header;same-path:meta-android:samples/CameraAccess/build.gradle.kts;same-path:visionclaw:samples/CameraAccessAndroid/build.gradle.kts
samples/CameraAccessAndroid/core/build.gradle.kts,android-release,f3f0046d15e3e93d8075a54f48de81557db26c84,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,basename-only:meta-android:samples/CameraAccess/app/build.gradle.kts|meta-android:samples/CameraAccess/build.gradle.kts|visionclaw:samples/CameraAccessAndroid/app/build.gradle.kts|visionclaw:samples/CameraAccessAndroid/build.gradle.kts;single-snapshot-no-prior-history
samples/CameraAccessAndroid/core/gradle.lockfile,android-release,edc4b00139ee3299aa0206572b571ef654ee395e,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/core/src/main/AndroidManifest.xml,android-release,8072ee00dbf16d9161b7464ef3d2194a7d659bcc,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,basename-only:meta-android:samples/CameraAccess/app/src/main/AndroidManifest.xml|visionclaw:samples/CameraAccessAndroid/app/src/main/AndroidManifest.xml;single-snapshot-no-prior-history
samples/CameraAccessAndroid/core/src/main/java/io/egoflow/app/core/encoder/VideoEncoder.kt,android-release,eeec0ff880f649be0c0e30446a6fb284e2967ad0,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/core/src/main/java/io/egoflow/app/core/encoder/YuvFrameConverter.kt,android-release,3fd61db9a408a68458b5fbe1c06a1bad540a2213,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
samples/CameraAccessAndroid/core/src/main/java/io/egoflow/app/core/transport/api/Transport.kt,android-release,2b4c943e303290ed7e4a4648c6ac770187a6995b,candidate-egoflow-authored,EgoFlow-rights-candidate;no-app-wide-OSI-grant-in-v0.0.1,retain-source-available;excluded-from-app-wide-osi-claim,single-snapshot-no-prior-history
